,10107,11308,11850,12490,14541,14593
19731004,,139.125,95.75,251.5,68,
19731005,,141,96.125,259.5,69.5,
19731008,,140.75,93.625,261.75,67.5,
19731009,,141.25,90.625,,67.875,
19731010,,143,90,274,66.625,
19731011,,143.5,92.75,281,67.875,
19731012,,144.25,94,282,67.625,
19731015,,142.625,92,279.25,65.5,
19731016,,142.75,91.5,281.875,66.375,
19731017,,142.75,90.375,283.25,65.625,
19731018,,143.5,88.75,287.5,66.625,
19731019,,143.875,90.375,291.5,69.25,
19731022,,142.5,93.375,280,69.375,
19731023,,143.75,94.5,286,69.625,
19731024,,143.25,95.25,287.5,70.5,
19731025,,143,94.75,289,70,
19731026,,145,95.75,285.5,72.875,
19731029,,144,96.5,285,73,
19731030,,144,95.5,278.5,72.25,
19731031,,142.625,94.5,280.25,69.25,
19731101,,143.75,95,281.25,70.625,
19731102,,144.5,93,280.25,70,
19731105,,144.875,92.25,276.75,68,
19731106,,142.5,91.625,276,65.5,
19731107,,144.5,93.25,276.75,67.25,
19731108,,144,94,282.25,68,
19731109,,143.75,93,278.375,65.875,
19731112,,142.25,92.5,284.25,65.625,
19731113,,141.5,93.5,289.75,64.25,
19731114,,141.25,94.375,287,61,
19731115,,141,94.75,280,62.625,
19731116,,141.625,96.625,284.5,64.375,
19731119,,132.625,92.875,276,61.25,
19731120,,133.375,89,272,61.25,
19731121,,134,88.5,276.75,61.25,
19731123,,133.25,89.375,272.5,60.75,
19731126,,130.25,88,266,57.625,
19731127,,129.75,87.125,263.5,55.5,
19731128,,129.625,90.875,269.25,58.5,
19731129,,130.625,90.375,266,57.375,
19731130,,129.75,89.75,265,57.5,
19731203,,126.375,88.5,258.5,56.375,
19731204,,125.25,88.75,255.25,55.25,
19731205,,125.375,88,253.25,54.5,
19731206,,124,88,260.75,56,
19731207,,125,90.875,265,57.5,
19731210,,128.625,91.25,263,59,
19731211,,124.25,91.75,251.5,29.25,
19731212,,123,89.125,250.625,27.875,
19731213,,122,89,252,28.125,
19731214,,121.5,90.125,246,29.625,
19731217,,120,90.75,240,30.875,
19731218,,121.125,91.875,249.5,31.75,
19731219,,120.25,90.875,250.75,30.75,
19731220,,119.25,90,243,31.375,
19731221,,117,89.125,240.5,32.25,
19731224,,116,88.625,237.5,31.5,
19731226,,120,91.125,248.5,32.625,
19731227,,125.375,92.875,255,34,
19731228,,125.5,94.5,249.25,34.875,
19731231,,126.5,94.125,246.75,35,
19740102,,124.5,96.5,242.75,35,
19740103,,127,98.625,239.25,36.125,
19740104,,124,97.875,230.75,36,
19740107,,122,96.875,227.25,36.25,
19740108,,119,96,228,34.375,
19740109,,114.5,92.375,227.75,32.125,
19740110,,112.25,89.875,229,31.875,
19740111,,114.5,86.875,240,31.125,
19740114,,117.625,85.125,237,30.5,
19740115,,120.25,87.25,239.125,30.875,
19740116,,120.125,89.75,243.75,32.375,
19740117,,125.125,90.5,250.75,31.5,
19740118,,123,87.375,246,30,
19740121,,120.25,86.5,245,30.875,
19740122,,120.5,87.5,249.75,30,
19740123,,121.375,87.5,248,29,
19740124,,121.375,87.125,246.5,29.875,
19740125,,120.5,86.125,247,29.75,
19740128,,121.75,85,244.375,29.375,
19740129,,120.375,85.875,243.25,29.25,
19740130,,119.875,87.75,246.25,30.5,
19740131,,117.5,86.5,245.25,31.25,
19740201,,117.125,86,241.25,30.375,
19740204,,116.25,84.25,237,28.875,
19740205,,115.25,84,236.75,28.875,
19740206,,114.75,84.25,237.25,29,
19740207,,115,84.75,236.25,29.75,
19740208,,113.75,85,233.125,29.5,
19740211,,110.125,81.125,228,28.625,
19740212,,109.75,80.375,228.25,28,
19740213,,111.125,80.125,229.25,28.25,
19740214,,110.25,80.125,226.5,28,
19740215,,110.375,82.5,233.5,28,
19740219,,110.125,81.375,231.75,27.75,
19740220,,112.125,82.375,235.5,28.5,
19740221,,113.75,83.625,237.5,29,
19740222,,113.375,85.25,236.5,29.875,
19740225,,112.875,84.75,235.75,29,
19740226,,113.375,84.625,237.75,29,
19740227,,115,83.5,237,29,
19740228,,115,83.625,237.875,28.5,
19740301,,114.625,83.625,236,27.875,
19740304,,114.125,84.25,236.75,27.875,
19740305,,114.5,86.5,241.75,29.875,
19740306,,115.25,87,244.25,30.875,
19740307,,113.25,86.375,239.75,30.5,
19740308,,114,86.875,240.5,31.625,
19740311,,117.625,88.25,246.5,31.875,
19740312,,119.25,88.25,249.5,31.375,
19740313,,119.25,87.875,250,31.75,
19740314,,117.625,88.875,248.75,31.25,
19740315,,115.75,88.125,249.25,31.875,
19740318,,113.25,85.875,247.5,31,
19740319,,114,84.375,245.75,30.125,
19740320,,115.375,84.5,246.25,30,
19740321,,116.625,83.25,243,30.5,
19740322,,117.25,82.25,243.5,30.25,
19740325,,118.25,82.625,247.5,30,
19740326,,117.25,83.375,250,30.125,
19740327,,114.5,82.875,244,30,
19740328,,111.5,82.25,239.75,29.375,
19740329,,110.125,81.375,235.75,29.25,
19740401,,109.375,80.25,229.75,29,
19740402,,109.25,80.375,234,29.125,
19740403,,110.5,80.375,239.25,29.25,
19740404,,110.375,80.875,240.125,29,
19740405,,108.25,80.375,233.5,28.5,
19740408,,107.125,80.375,230.75,27.875,
19740409,,109.375,81,233,28.25,
19740410,,108,79.875,230.25,27.875,
19740411,,109.125,78.875,229.5,28,
19740415,,109.875,78.625,230.5,27.75,
19740416,,112.5,79.625,234.25,28,
19740417,,112.625,81.25,234.25,28,
19740418,,112,81.25,235,28.25,
19740419,,110,79.625,231.625,28.25,
19740422,,110.125,79.25,230.5,28.125,
19740423,,108.125,78.5,227.25,28,
19740424,,106.5,78,223.625,27.75,
19740425,,105.25,77.625,221.625,27.875,
19740426,,104.625,78.5,225.5,28.125,
19740429,,105.125,77,224.5,28.625,
19740430,,105.5,77.25,227.25,28.75,
19740501,,104.625,79.625,230,30.375,
19740502,,100.75,79.75,229.375,30.25,
19740503,,98.75,78.5,226.25,29.75,
19740506,,99.875,77.75,224.25,29.5,
19740507,,100.25,77.875,228.125,29.5,
19740508,,104,77.875,226,29.25,
19740509,,108.5,79,230.5,29.625,
19740510,,108.5,77.625,224,29,
19740513,,107.5,77.25,221.5,29.125,
19740514,,107.25,77.125,223,28.625,
19740515,,107.5,76,222.375,27.75,
19740516,,105.5,74.25,220,27,
19740517,,102,72.625,218.25,26.625,
19740520,,102,70.375,218.25,26.375,
19740521,,102.5,72.5,217.5,26.75,
19740522,,101,72.5,216.125,26.5,
19740523,,103,71.25,216.25,26.5,
19740524,,103.875,73,218.75,26.875,
19740528,,103.625,71,217,26.875,
19740529,,102.75,70.875,210.625,26.375,
19740530,,105.125,71.5,214.5,26.375,
19740531,,107.125,72.5,212.5,26.75,
19740603,,108.75,75.25,219,27.75,
19740604,,110.5,75.625,220.5,28.25,
19740605,,109,75.875,220.375,28.5,
19740606,,114.25,78,227.5,29.875,
19740607,,114.75,77.75,229.25,29.875,
19740610,,117.25,78,230.25,29.25,
19740611,,116.5,77.25,226.5,27.875,
19740612,,116.5,77.125,224.75,28.375,
19740613,,118,75.125,227.5,27.625,
19740614,,117.875,74.125,222.75,27.625,
19740617,,115.75,72.625,218.75,27,
19740618,,115.75,72.625,216,27,
19740619,,113.875,71.375,216.5,26.75,
19740620,,112.75,71.375,213.75,26.625,
19740621,,109.875,70.75,213,26.5,
19740624,,110.125,70.25,215.75,26.625,
19740625,,112.125,71.375,221.5,27.5,
19740626,,109.25,70.875,216.25,26.875,
19740627,,108.25,70.5,212,26.75,
19740628,,108,70.125,212.75,26.75,
19740701,,108.125,70.375,212.75,27,
19740702,,103.125,70.25,211.5,26.625,
19740703,,101,70.375,210,26.625,
19740705,,101.25,70.375,205.75,26.5,
19740708,,99.5,68.625,199,26,
19740709,,100.625,68.375,201.75,25.75,
19740710,,99.75,68,197.75,25.375,
19740711,,99,68.25,198.75,25.5,
19740712,,101.5,70.25,215,26.375,
19740715,,104,70.375,219,26.125,
19740716,,98.25,70.5,213.75,25.625,
19740717,,99.875,71.5,217.75,25.5,
19740718,,96.75,71.625,217,25.375,
19740719,,97,71.25,217.75,25.375,
19740722,,96.625,73.75,219.875,25.75,
19740723,,96,75.75,222.25,26.25,
19740724,,95.125,77,221,28,
19740725,,94,77,214.75,27.875,
19740726,,91.5,75.625,206.25,26.5,
19740729,,89.25,75.5,203,25.5,
19740730,,88.25,75,207.5,25.75,
19740731,,85.125,74.875,201.625,25.75,
19740801,,83.75,75.5,201.75,26.125,
19740802,,82.5,76.25,200.75,26,
19740805,,82.125,77.375,204.25,26,
19740806,,83.5,77,208.75,26,
19740807,,88.375,78.5,214.75,26.5,
19740808,,86.75,76.625,208.5,26.5,
19740809,,83.25,75.75,208.5,26.625,
19740812,,80.125,75.25,203,26.25,
19740813,,78,74.625,202.25,26.25,
19740814,,78.75,73.25,200,25.125,
19740815,,78.75,72.125,200,25.375,
19740816,,79.25,71.125,198.5,25,
19740819,,79.125,70,196.75,24.75,
19740820,,78.125,70.5,199.75,24.75,
19740821,,76,68.375,192,24,
19740822,,73.25,68.25,192.75,23.75,
19740823,,73.125,68.625,190,23.875,
19740826,,74.5,68.875,193.5,24,
19740827,,72,68.375,192,23.875,
19740828,,71.875,68.125,191.25,23.875,
19740829,,71,66.125,188.75,23.125,
19740830,,72.75,67.25,192,24.5,
19740903,,72,64.625,183.5,24.75,
19740904,,69,62.375,180,23.875,
19740905,,73.25,64.375,182.25,24.625,
19740906,,72.5,65.75,179,25.625,
19740909,,69.125,63.625,173,24.625,
19740910,,68,64.125,171.5,24.375,
19740911,,67.625,64.25,165.125,24.125,
19740912,,63.875,64.25,156.5,23.5,
19740913,,64,64.125,152,23.125,
19740916,,66.5,65.625,159.625,23.375,
19740917,,67.25,65.625,161.875,24.125,
19740918,,67.5,65.875,166.5,23.625,
19740919,,70.25,67.625,170.5,24,
19740920,,69,65.25,171.5,23.5,
19740923,,63,63.5,169.25,23.25,
19740924,,60,62,166.75,22.75,
19740925,,58.25,61.5,165,23,
19740926,,55.875,60,164,22.5,
19740927,,49.75,59.625,160.875,22.125,
19740930,,51.25,58.75,159,22,
19741001,,52.75,58.375,160.25,21.5,
19741002,,49.25,56.25,159.5,21,
19741003,,46.625,54.875,157.75,20.375,
19741004,,46.25,55.75,156.25,21.625,
19741007,,49,59.375,164.125,23,
19741008,,49.375,60.5,162,23,
19741009,,53.875,64,172,24,
19741010,,57,64.125,176.125,24.25,
19741011,,58.25,65.375,178,23.625,
19741014,,61.375,66,179,24.375,
19741015,,61.875,66,177.25,24,
19741016,,59.75,64.875,177.125,23.625,
19741017,,58.25,65.875,180,24,
19741018,,57.875,67.25,184.25,25,
19741021,,59.5,68.375,192.5,25.25,
19741022,,58.125,68.875,187.75,24.875,
19741023,,57.25,66.75,182,24,
19741024,,57.25,65.75,181.25,23.625,
19741025,,58,65.875,177.25,23.75,
19741028,,58.25,65.875,180.75,23.5,
19741029,,62.25,68.625,191.75,24,
19741030,,65.25,69.875,193,25.125,
19741031,,63,68.5,189.125,25,
19741101,,62.875,68.875,191.5,25,
19741104,,63,67.875,189.5,24.75,
19741105,,65.75,68.625,195.875,24.875,
19741106,,65.375,69,184,24.5,
19741107,,64.875,68.875,187.25,24.25,
19741108,,60.75,68.75,190.5,23.625,
19741111,,59,68.75,190,23.625,
19741112,,57,68.375,185,23.5,
19741113,,58,65.875,184.75,23.125,
19741114,,57,66.75,182.125,22.75,
19741115,,55,65,180.25,22.75,
19741118,,48.875,62.5,173.875,22.125,
19741119,,50.25,60.875,169.5,21.5,
19741120,,49.875,59.5,168.5,21.25,
19741121,,49.875,58.875,171.5,21.5,
19741122,,51,59.5,170.5,21.25,
19741125,,51.25,59.875,174,21.375,
19741126,,53,60.125,177,21.5,
19741127,,53.625,61.5,178.25,21.5,
19741129,,54,62.75,177.25,21.125,
19741202,,51,61.625,170.75,20.75,
19741203,,50.5,61.5,168.125,20.5,
19741204,,50.375,61.5,169.75,20.75,
19741205,,49.25,60.875,166.25,20.875,
19741206,,47,59.625,164.5,20.5,
19741209,,48.625,59.375,168.5,21,
19741210,,51.375,60.875,172,21.75,
19741211,,49.625,61.625,171.75,22.375,
19741212,,49.75,61.25,169.5,23,
19741213,,48.75,62.5,167.25,22.375,
19741216,,47.375,62,165.25,22.375,
19741217,,50,63.5,171.625,22.875,
19741218,,49.5,63,170,22.75,
19741219,,50.5,62.75,169,21.75,
19741220,,49.25,61.75,169.5,21.75,
19741223,,49.875,61.25,165.75,21.375,
19741224,,50,62.375,167.375,22,
19741226,,51,63.375,165,22,
19741227,,51,63.375,162.25,21.875,
19741230,,51.125,63.125,164.25,21.75,
19741231,,53,64.625,168,22.25,
19750102,,55,66.25,168.875,23.625,
19750103,,56.375,67.25,167.5,23.5,
19750106,,57.125,66.25,166.625,23.25,
19750107,,57,66.875,165.75,23.375,
19750108,,53.75,66.5,163.25,23.125,
19750109,,58,67.25,168.5,24,
19750110,,59.5,69,171.25,24.75,
19750113,,57.5,68.625,169.25,23.875,
19750114,,57.125,68.75,168.25,23,
19750115,,59.25,69.125,163.5,23,
19750116,,59,68.375,160.75,22.75,
19750117,,58,67.125,158.125,22.5,
19750120,,58.5,67.875,160,22.625,
19750121,,57,67.375,159.625,22.875,
19750122,,59.25,68.125,163.5,23.875,
19750123,,60.875,68.75,163,24,
19750124,,61.125,69.625,162.875,24.875,
19750127,,65.875,72.125,,25.875,
19750128,,64.75,72.625,179.75,25.875,
19750129,,66,74,187.25,26,
19750130,,66.375,72.5,182.875,25.875,
19750131,,66.625,73.125,188.25,26,
19750203,,69.625,74.25,193,26.125,
19750204,,68,75.75,191.75,26.25,
19750205,,73,73.75,199.875,25.625,
19750206,,73.625,73.25,196,25,
19750207,,72.25,73.25,197.625,24.5,
19750210,,70.5,73.125,198.625,24.375,
19750211,,71.5,72.75,201.625,24.375,
19750212,,75.875,72.375,210.25,25,
19750213,,77.25,73.75,215.5,25,
19750214,,76.25,73.625,220.125,25.25,
19750218,,74.5,74.125,212,25.625,
19750219,,74.75,75.25,217.75,25.875,
19750220,,74.125,77.75,217.75,25.875,
19750221,,73.125,77.25,218.25,26,
19750224,,71,76.25,212,25.5,
19750225,,69.5,75.75,207.5,24.5,
19750226,,69.875,76.75,212,25,
19750227,,70.75,77,212.25,25.25,
19750228,,69.875,77.375,215.5,25.375,
19750303,,71.75,78,220,26.125,
19750304,,73,78.25,214.5,26.75,
19750305,,74.25,75.25,215.375,26.5,
19750306,,78.625,75.875,219.25,26.5,
19750307,,77.625,76.25,217,26.125,
19750310,,78.5,77,219.5,26.5,
19750311,,78.125,77.625,215.5,26.75,
19750312,,77.25,76.75,213,26.375,
19750313,,77.625,76,217,26.375,
19750314,,78,76.125,215.5,26.875,
19750317,,80.5,75.375,218.75,26.75,
19750318,,79.375,73,214.75,26.25,
19750319,,79.375,72,214.5,25.25,
19750320,,79.25,72.875,209.5,25.125,
19750321,,78.75,73,209.125,25.125,
19750324,,77,71,204.625,24.25,
19750325,,76.875,71.5,210,24.125,
19750326,,79.375,74,209.875,24.375,
19750327,,79.25,73.625,207.5,24.5,
19750331,,79,74,206.625,24.25,
19750401,,76,74,206.125,24,
19750402,,76.25,73.375,203.75,23.75,
19750403,,75.5,71.75,198,23.5,
19750404,,74.75,70.75,198,23.5,
19750407,,73.5,70.375,197.875,23.5,
19750408,,74.25,71.625,201.5,23.75,
19750409,,75.25,73.5,209.5,24.875,
19750410,,76.125,74,208.125,25.125,
19750411,,76.125,75,205,25,
19750414,,78.125,76.125,209.5,25.75,
19750415,,80.375,77.875,209.5,25.25,
19750416,,80.5,76.875,212.75,25.5,
19750417,,79.25,78.25,212.5,25.5,
19750418,,78.625,77.75,209.375,25.25,
19750421,,78.875,77.5,213.75,25.625,
19750422,,80.25,78.625,211.875,24.5,
19750423,,80.375,78.375,208,23.75,
19750424,,78.75,79.375,206.875,24.5,
19750425,,79,80,206,24.625,
19750428,,78.25,80,202.5,24.5,
19750429,,77.875,79.625,202.25,24.25,
19750430,,80.125,81,209.875,24.875,
19750501,,83.75,83.5,209.25,25,
19750502,,85.625,84.75,207.625,25.875,
19750505,,90.875,86.25,213.75,26.625,
19750506,,84.625,82.375,209.75,26.375,
19750507,,86.75,82.125,212.375,26.875,
19750508,,88,81.875,209.75,28,
19750509,,89.375,82.125,214.5,29,
19750512,,89.25,82.5,216,28.125,
19750513,,92,83.375,223.5,27.875,
19750514,,92,83.375,223.5,28.375,
19750515,,89.375,82.75,217.5,28.75,
19750516,,89.75,82.5,216.625,28.25,
19750519,,91,81.75,219,28.375,
19750520,,91.625,81.25,216,27.875,
19750521,,89.375,80,212.75,27.5,
19750522,,89.625,80.875,214,26.75,
19750523,,90,81.875,218.875,27.25,
19750527,,90,83.125,216.125,28.25,
19750528,,87.75,83.875,213.375,28.75,
19750529,,85.875,85.375,212.5,29.25,
19750530,,89.75,87.625,215,29.75,
19750602,,91.75,89.125,218,30.75,
19750603,,93.375,87.875,218.5,30.875,
19750604,,92.5,86.5,216.625,31.25,
19750605,,92.625,87.125,218,31.125,
19750606,,93.375,88,213.5,31.875,
19750609,,91.125,87.25,212,32.25,
19750610,,89.75,88.25,211.5,31.5,
19750611,,89.25,89.375,210.25,31.75,
19750612,,87,89.625,208.5,31.125,
19750613,,88.875,91.125,206.125,31.375,
19750616,,89.5,92,208.25,32.125,
19750617,,88,90.25,203.5,32,
19750618,,87.25,88.875,204.25,31.625,
19750619,,87.75,90.5,208.375,31.875,
19750620,,88.625,91,206.375,31.75,
19750623,,90.375,91.25,213,32,
19750624,,91.125,91.375,211.5,32,
19750625,,91.75,91.25,210.5,32.375,
19750626,,90,91.875,209.25,32.5,
19750627,,90,91.875,209,32,
19750630,,90.625,92.5,209,31.75,
19750701,,89.75,91.875,208.5,31.75,
19750702,,90.25,91.75,206.875,31,
19750703,,91.375,91.75,206.5,31,
19750707,,90,90.5,204,30,
19750708,,89.5,89.75,206.125,30,
19750709,,91,90.375,209.5,30.75,
19750710,,91.375,90.375,204.75,31.625,
19750711,,91,91.375,205.5,31.75,
19750714,,90.75,91.75,208,32.25,
19750715,,89.25,91.375,206.75,32.625,
19750716,,86.125,89.75,204.625,32.5,
19750717,,85.5,89.125,202.375,31.875,
19750718,,83.75,89,201.875,32,
19750721,,83.25,88.875,201,31.25,
19750722,,84.875,87.5,197.5,31.5,
19750723,,84.75,87.875,193,31.5,
19750724,,83.5,87.5,194.25,31.375,
19750725,,81.75,87.375,190.5,31.375,
19750728,,80.875,87.375,190.625,31,
19750729,,80.5,87.5,192,30.375,
19750730,,80.875,87.625,194.875,30.125,
19750731,,79.75,87,190.25,30.5,
19750801,,78.125,87.875,189.25,30.75,
19750804,,76,86.75,187.75,30.75,
19750805,,75.125,87,184.375,30.75,
19750806,,78.5,86.375,186,30.5,
19750807,,78.25,86.625,183,30.625,
19750808,,77.5,86,180,30.5,
19750811,,78.875,86,183.5,30.125,
19750812,,78.375,87.5,182,30.75,
19750813,,76.75,87.125,177.5,30.25,
19750814,,76.5,86,179.75,30.125,
19750815,,77.625,86.25,182.25,30,
19750818,,76.375,86.25,182,30,
19750819,,75.625,86.75,178.25,29.125,
19750820,,75,84.875,176.5,28.875,
19750821,,74.25,85.375,177.5,28.5,
19750822,,75,85,180.25,28.25,
19750825,,75.5,85.25,182,28.5,
19750826,,74,85,178.25,28.375,
19750827,,74.5,84.625,181,28.375,
19750828,,76,86.125,186.25,29.375,
19750829,,77,86.75,186.25,29.75,
19750902,,75,86.625,181.25,29.25,
19750903,,74.625,86.375,182.75,29.375,
19750904,,73,86,182,29.5,
19750905,,73.125,86.125,180,29.5,
19750908,,72.75,86.5,183.5,29.625,
19750909,,71.625,86.25,179,29.375,
19750910,,70.75,86.75,180,29.75,
19750911,,70.5,86.25,181.25,29.625,
19750912,,70.75,86.25,180,29.5,
19750915,,70.25,85.875,179.875,29.125,
19750916,,70.25,85.875,178.125,29.25,
19750917,,69.625,86.125,179.75,29.5,
19750918,,72.5,87.625,186.25,30.125,
19750919,,75,89.5,189.25,30.75,
19750922,,75.5,89.25,186.5,29.875,
19750923,,73.75,91.5,188.5,30,
19750924,,73.75,91.75,191,30.5,
19750925,,73.75,90.5,192,30.5,
19750926,,73.25,90.875,196,30.25,
19750929,,72.75,88.625,190.75,30,
19750930,,70.75,87.5,188.25,29.375,
19751001,,70,86.875,183.375,29.375,
19751002,,72,87.875,188.75,29.125,
19751003,,75.5,90.25,195.25,29.375,
19751006,,76.375,90.625,201,29.625,
19751007,,77,91.125,201.25,29.625,
19751008,,78.75,92.375,206,30.25,
19751009,,79.875,92.5,205.25,30.375,
19751010,,78.75,91.125,206,30.875,
19751013,,79.375,92.375,210.5,31.375,
19751014,,78.25,92.625,208.5,31.75,
19751015,,78.25,92.75,208.75,31.5,
19751016,,79.5,93.375,209.375,31.5,
19751017,,80.5,92,207.25,31.625,
19751020,,83,92.375,211.5,31.875,
19751021,,82.75,92.875,212.875,32,
19751022,,83.5,92,213.25,31.625,
19751023,,84.875,92.375,215.375,31.375,
19751024,,82.75,90.125,209,30.25,
19751027,,83.25,88.875,211.125,30.125,
19751028,,83.5,90.375,215,30.875,
19751029,,80.75,90,211,30,
19751030,,80.5,89.625,211.125,29.75,
19751031,,81.25,89.125,212.25,29.875,
19751103,,81,88.75,211.25,29.875,
19751104,,81.375,88.875,213.5,29.75,
19751105,,83.125,87.5,215.75,29.125,
19751106,,84.25,87.5,217,28.875,
19751107,,85,86.5,216.25,28.5,
19751110,,85.625,86.75,216.625,28.5,
19751111,,86.75,87.375,219.75,28.375,
19751112,,88.5,88.5,224.75,28.75,
19751113,,88.5,88.25,221.375,29,
19751114,,88.25,88.125,222.5,29.125,
19751117,,88.125,88.375,225,29.125,
19751118,,88,88.625,220.375,29.25,
19751119,,87.75,87.625,219.5,28.875,
19751120,,86.625,86,221,28.875,
19751121,,86.625,84.5,221.75,28.875,
19751124,,86.5,84.75,222.25,28.5,
19751125,,87.75,86,224.625,28.75,
19751126,,87.75,86.375,225,29,
19751128,,87.5,86,226.375,28.75,
19751201,,88,85.5,224.125,28.75,
19751202,,87,85.125,220.75,28.5,
19751203,,83.125,83.625,219,27.5,
19751204,,83,84.25,220.125,27.125,
19751205,,81.5,83.75,214.625,26.625,
19751208,,82.5,84.375,215,26.875,
19751209,,83.75,85.25,215.875,26.875,
19751210,,85,86.25,217.5,27.375,
19751211,,83.875,86.125,214.75,27.25,
19751212,,84.25,86.375,215.625,27.375,
19751215,,84.5,86.375,216.75,27.125,
19751216,,85.375,87.625,219.875,27.125,
19751217,,84.75,87.5,219.75,27.125,
19751218,,83.875,87.875,219.5,27.25,
19751219,,81.5,87.625,217.75,26.875,
19751222,,81.125,86.75,216,27.25,
19751223,,82.5,86.875,220,27.5,
19751224,,83.25,87.875,221.375,28.125,
19751226,,83.75,88.5,223.25,28.625,
19751229,,82.75,89.25,222.5,29.125,
19751230,,81.875,88.875,223.25,29.25,
19751231,,82.25,88.75,224.25,29.375,
19760102,,83.5,90,226.5,29.5,
19760105,,85.75,91.875,230,30.5,
19760106,,86.5,91.875,229.375,31,
19760107,,86.25,91.75,228.5,30.875,
19760108,,86.75,92,230.375,31.375,
19760109,,88.25,92,231.25,31,
19760112,,89.75,92.125,235.75,30.75,
19760113,,89.25,91.25,234.25,30,
19760114,,89.875,91.125,241.25,30.75,
19760115,,88.625,90.75,239.625,30,
19760116,,90.375,90.5,242,29.875,
19760119,,91,92.375,250,30.875,
19760120,,89.875,92.125,252.875,30.625,
19760121,,89.125,91.75,247.5,30.625,
19760122,,90.625,91,250,30.25,
19760123,,92.625,91.375,254.25,30,
19760126,,93.5,91.25,254.25,30.375,
19760127,,90.75,92,249.875,31,
19760128,,90.625,92,251,30.75,
19760129,,93.625,91.875,256.5,31.625,
19760130,,92.75,91,257.75,31.5,
19760202,,92.25,91.25,259.25,31.5,
19760203,,92,92,261,31.875,
19760204,,91.375,91.875,263.75,33.25,
19760205,,89.375,91.625,258,33.75,
19760206,,89.25,91.125,254,31.625,
19760209,,90,89.625,253.5,31.75,
19760210,,90.25,88.75,258,31.75,
19760211,,89.5,88.5,255.25,31.5,
19760212,,87.625,88.125,252.5,31.25,
19760213,,86.625,87.875,254,31.5,
19760217,,86.125,85.75,253.125,30.875,
19760218,,85.625,87.125,255.75,30.875,
19760219,,88.25,88.5,261.25,31,
19760220,,89.375,89,262,30.875,
19760223,,89.625,89.5,260.25,30.625,
19760224,,89,89.25,262.5,30.75,
19760225,,87.75,89,260,30.125,
19760226,,84.75,87.75,256,30,
19760227,,84.5,87.125,255.625,30,
19760301,,86.75,88.125,259.25,30,
19760302,,87.125,88.75,259.25,30.625,
