,10107,11308,11850,12490,14541,14593
20100607,25.29,50.8,59.3,124.13,71.35,250.94
20100608,25.11,51.56,61.24,123.72,71.0225,249.33
20100609,24.79,51.35,60.03,123.9,70.79,243.2
20100610,25,52.45,61.89,127.68,74.17,250.50999
20100611,25.66,51.65,61.86,128.45,74.06,253.50999
20100614,25.495,51.51,61.37,128.5,74.18,254.28
20100615,26.5825,52.18,62.51,129.78999,75.23,259.69
20100616,26.32,52.4,62.51,130.35001,74.95,267.25
20100617,26.37,52.36,62.6,130.98,75.32,271.87
20100618,26.44,52.31,63.1,130.14999,75.52,274.07401
20100621,25.95,52.48,63.13,130.64999,75.72,270.17001
20100622,25.77,52.46,61.94,129.3,74,273.85001
20100623,25.308,52.24,61.1,130.11,72.26,270.97
20100624,25,51.8,60.07,128.19,70.83,269
20100625,24.5325,50.26,59.1,127.12,70.06,266.70001
20100628,24.31,51.08,58.47,128.98,69.96,268.29999
20100629,23.31,50.33,57.29,125.09,68.36,256.17001
20100630,23.01,50.12,57.07,123.48,67.86,251.53
20100701,23.16,50.03,56.61,122.57,67.48,248.48
20100702,23.27,50.05,56.57,121.86,67.31,246.94
20100706,23.82,50.43,57.46,123.46,67.56,248.63
20100707,24.3,51.47,58.43,127,69.45,258.66501
20100708,24.4095,52.42,58.81,127.97,70.41,258.09
20100709,24.27,52.4,58.78,127.96,71.84,259.62
20100712,24.83,52.45,58.94,128.67,71.85,257.285
20100713,25.13,52.72,59.42,130.48,73.23,251.798
20100714,25.44,52.82,59.26,130.72,73.05,252.72701
20100715,25.51,52.85,59.27,130.72,73.04,251.45
20100716,24.89,52.37,57.96,128.03,71.5,249.89999
20100719,25.23,52.27,58.43,129.78999,72,245.58
20100720,25.48,53.24,58.95,126.55,73.1,251.89
20100721,25.12,54.08,58.17,125.27,72.17,254.24001
20100722,25.84,54.26,59.38,127.47,73.44,259.02399
20100723,25.81,54.75,59.72,128.38,73.52,259.94
20100726,26.1,54.94,60.39,128.41,74.62,259.28
20100727,26.16,55.05,60.81,128.63,75.3,264.07999
20100728,25.95,54.88,60.91,128.42999,75.56,260.95999
20100729,26.03,54.99,60.34,128.02,76.02,258.10999
20100730,25.81,55.11,59.68,128.39999,76.21,257.25
20100802,26.33,56.41,61.94,130.75999,77.8,261.85001
20100803,26.16,56.38,62.72,130.37,78.66,261.92999
20100804,25.73,56.55,62.72,131.27,79.02,262.98001
20100805,25.37,56.37,62.71,131.83,79.07,261.70001
20100806,25.55,56.75,61.97,130.14,78.73,260.091
20100809,25.61,57.11,62.45,132,79.29,261.75
20100810,25.07,56.98,61.93,131.84,79.04,259.41
20100811,24.86,56.04,60.39,129.83,77.13,250.19
20100812,24.49,55.69,60.23,128.3,77.07,251.78999
20100813,24.4,55.73,59.91,127.87,77.4,249.10001
20100816,24.5,55.88,59.88,127.77,77.71,247.64
20100817,24.71,56.12,60.82,128.45,77.77,251.97
20100818,24.82,55.84,60.15,129.3925,77.04,253.07001
20100819,24.44,55.28,59.29,128.89999,75.84,249.88
20100820,24.23,55.3,58.89,127.5,75.05,249.64
20100823,24.28,55.6,59.5,126.47,75.05,245.8
20100824,24.04,55.66,58.94,124.9,73.78,239.92999
20100825,24.1,55.39,58.91,125.27,74.07,242.89
20100826,23.82,55.16,58.48,122.78,73.33,240.28
20100827,23.93,56.16,59.8,124.73,74.93,241.62
20100830,23.64,55.55,59,123.4,73.78,242.5
20100831,23.465,55.8825,59.11,123.13,74.08,243.10001
20100901,23.9,57.31,60.91,125.77,76.77,250.33
20100902,23.94,57.38,61.06,125.04,77.45,252.17
20100903,24.29,57.56,61.32,127.58,78,258.76999
20100907,23.96,57.63,60.55,125.95,77.05,257.81
20100908,23.93,57.83,60.75,126.08,77.25,262.92001
20100909,24.01,58.29,61.05,126.36,77.36,263.07001
20100910,23.85,58.52,61.2,127.99,78.82,263.41
20100913,25.11,58.03,61,129.61,79.25,267.04001
20100914,25.03,57.59,61.01,128.85001,79.51,268.06
20100915,25.115,57.42,61,129.42999,79.21,270.22
20100916,25.33,57.51,60.97,129.67,79.05,276.57001
20100917,25.22,57.56,60.78,130.19,78.46,275.37
20100920,25.43,57.97,61.55,131.78999,79.9,283.23001
20100921,25.15,58.11,61.54,131.98,79.75,283.76999
20100922,24.61,58.23,61.45,132.57001,79.25,287.75
20100923,24.43,57.87,61.15,131.67,78.54,288.92001
20100924,24.775,58.62,61.75,134.11,80.12,292.32001
20100927,24.7325,58.6,61.71,134.64999,80.08,291.164
20100928,24.6775,59.1,62.06,134.89,80.88,286.85999
20100929,24.5,58.76,61.59,135.48,81.28,287.37
20100930,24.49,58.52,61.79,134.14,81.05,283.75
20101001,24.38,59.12,62.54,135.64,81.95,282.51999
20101004,23.91,58.88,62.19,135.25,81.31,278.64001
20101005,24.35,59.66,63.26,137.66,83.39,288.94
20101006,24.43,59.8,63.94,137.84,83.89,289.19
20101007,24.53,59.44,63.85,138.72,83.52,289.22
20101008,24.57,59.41,64.38,138.85001,83.94,294.07001
20101011,24.59,59.56,64.55,139.66,83.71,295.35999
20101012,24.83,59.6,64.7,139.85001,83.84,298.54001
20101013,25.34,59.94,65.04,140.37,83.67,300.14001
20101014,25.23,59.91,65.3,141.5,83.9,302.31
20101015,25.54,59.94,65.19,141.06,83.61,314.73999
20101018,25.82,60,66.28,142.83,84.48,318
20101019,25.1,60.34,65.12,138.03,82.79,309.48999
20101020,25.31,61.15,66.01,139.07001,84.02,310.53
20101021,25.42,61.47,66.32,139.83,84.25,309.51999
20101022,25.3775,61.61,66.34,139.67,84.55,307.47
20101025,25.19,61.01,66.2,139.84,84.87,308.84
20101026,25.9,61.24,66.53,140.67,85.15,308.04999
20101027,26.05,61.19,65.67,141.42999,84.31,307.82999
20101028,26.28,61.21,66.22,140.89999,84.44,305.23999
20101029,26.665,61.32,66.49,143.60001,82.6,300.98001
20101101,26.95,61.71,66.95,143.32001,81.45,304.17999
20101102,27.39,61.86,67.84,143.84,82.15,309.35999
20101103,27.03,61.95,67.97,144.17,82.7,312.79999
20101104,27.14,62.45,69.38,146.78999,85.14,318.26999
20101105,26.85,62.58,70,146.92,84.98,317.13
20101108,26.81,62.46,70.32,146.46001,84.8,318.62
20101109,26.95,62.64,70.63,146.14,83.56,316.07999
20101110,26.94,62.55,71.13,146.55,85.17,318.03
20101111,26.68,62.8,71.83,145.42999,86.09,316.655
20101112,26.27,62.92,70.99,143.74001,85.44,308.03
20101115,26.2,62.96,70.48,143.64,84.86,307.035
20101116,25.81,62.08,68.94,142.24001,82.48,301.59
20101117,25.57,62.52,69.01,141.95,82.46,300.5
20101118,25.8375,63.84,70.31,144.36,83.82,308.42999
20101119,25.69,64.32,70.54,145.05,83.94,306.73001
20101122,25.73,64.27,70.19,145.39,83.45,313.35999
20101123,25.12,63.62,68.98,143.17999,81.75,308.73001
20101124,25.37,64.61,69.88,145.81,82.93,314.79501
20101126,25.34,64.19,69.27,144.11,82.11,315.76001
20101129,25.31,63.39,69.45,142.89,81.69,316.87
20101130,25.2575,63.17,69.56,141.46001,80.97,311.14999
20101201,26.04,64.7,71.33,144.41,82.7,316.39999
20101202,26.89,64.9,71.48,145.17999,84.5,318.14999
20101203,27.02,64.5,71.19,145.38,84.89,317.44
20101206,26.84,63.99,71.31,144.99001,84.95,320.14999
20101207,26.87,64.14,71.46,144.02,86.3,318.20999
20101208,27.23,64.39,71.85,144.98,86.14,321.01001
20101209,27.08,64.83,72,144.3,86.65,319.75751
20101210,27.34,64.65,72.18,144.82001,87.03,320.56
20101213,27.245,64.85,72.36,144.28,88.37,321.67001
20101214,27.62,63.9,72.18,145.82001,88.38,320.29001
20101215,27.85,64.74,71.85,144.72,88.01,320.35999
20101216,27.9875,65.34,72.22,144.55,89.06,321.25
20101217,27.9025,65.7,72.17,145,88.49,320.60999
20101220,27.81,65.31,72.22,144.50999,88.8,322.20999
20101221,28.07,65.49,72.72,145.74001,89.23,324.20499
20101222,28.1875,65.59,72.8,145.95,89.92,325.16
20101223,28.3,65.58,73.2,145.89,90.68,323.60001
20101227,28.07,65.07,73.01,145.34,90.12,324.67999
20101228,28.01,65.36,73.42,145.71001,91.19,325.47
20101229,27.97,65.45,73.37,146.52,91.37,325.29001
20101230,27.85,65.5,73.36,146.67,91.6,323.66
20101231,27.91,65.77,73.12,146.75999,91.25,322.56
20110103,27.98,65.22,74.55,147.48,91.94,329.57001
20110104,28.0875,63.87,74.9,147.64,91.6,331.29001
20110105,28,63.49,74.7,147.05,91.44,334
20110106,28.82,63.03,75.18,148.66,90.69,333.73001
20110107,28.6,62.92,75.59,147.92999,91.19,336.12
20110110,28.22,63.06,75.13,147.64,90.41,342.45499
20110111,28.11,62.69,75.69,147.28,91.83,341.64001
20110112,28.55,63.04,76.58,149.10001,92.45,344.42001
20110113,28.19,63.4,76.71,148.82001,92.18,345.67999
20110114,28.3,63.13,77.84,150,92.83,348.48001
20110118,28.66,63.48,78.71,150.64999,93.35,340.64999
20110119,28.47,63.42,78.24,155.69,92.97,338.84
20110120,28.3525,62.93,77.75,155.8,92.71,332.67999
20110121,28.02,62.77,78.98,155.5,93.78,326.72
20110124,28.38,63.25,78.59,159.63,94.1,337.45001
20110125,28.45,62.96,78.68,161.44,94.08,341.39999
20110126,28.78,62.96,79.66,161.03999,94.64,343.85001
20110127,28.87,62.7,79.88,161.07001,94.75,343.20999
20110128,27.751,62.21,78.99,159.21001,93.37,336.10001
20110131,27.725,62.85,80.68,162,94.93,339.32001
20110201,27.9925,63.05,83.91,163.56,96.22,345.03
20110202,27.94,62.86,83.41,163.3,96.48,344.32001
20110203,27.65,62.57,83.44,163.53,97.31,343.44
20110204,27.77,62.56,83.28,164,97.11,346.5
20110207,28.1975,62.52,83.93,164.82001,97.66,351.88
20110208,28.2825,62.87,82.98,166.05,97.74,355.20001
20110209,27.97,63.15,82.55,164.64999,96.24,358.16
20110210,27.5,63.54,83.2,164.09,96.7,354.54001
20110211,27.25,63.57,82.82,163.85001,96.45,356.85001
20110214,27.23,63.14,84.91,163.22,96.95,359.17999
20110215,26.96,63.19,82.97,162.84,96.34,359.89999
20110216,27.02,63.4,83.69,163.39999,96.66,363.13
20110217,27.21,64.55,83.88,164.24001,97.17,358.29999
20110218,27.06,64.55,84.5,164.84,98.72,350.56
20110222,26.59,63.76,85.44,161.95,100.32,338.60999
20110223,26.59,63.91,87.07,160.17999,102.27,342.62
20110224,26.77,63.88,85.97,160.77,102.03,342.88
20110225,26.55,64.31,85.34,162.28,102.1,348.16
20110228,26.58,63.92,85.53,161.88,103.75,353.20999
20110301,26.16,64.91,84.8,159.97,102.9,349.31
20110302,26.0775,64.43,85.08,160.16,103.47,352.12
20110303,26.2,65.57,85.82,163.48,104.19,359.56
20110304,25.9525,65.21,85.08,161.83,103.75,360
20110307,25.72,65.22,84.72,159.92999,103.01,355.35999
20110308,25.91,65.64,84.6,162.28,103.77,355.76001
20110309,25.89,65.62,84.38,165.86,102.14,352.47
20110310,25.41,65.29,81.38,162.02,99.08,346.67001
20110311,25.68,64.81,82.12,162.42999,99.93,351.98999
20110314,25.69,63.94,82.38,161.39,100.8,353.56
20110315,25.39,63.03,81.39,159.02,101.23,345.42999
20110316,24.79,61.6,79.31,153,99.51,330.01001
20110317,24.78,62.28,81.16,154.17999,102.24,334.64001
20110318,24.8,62.7,80.85,155.89,102.8,330.67001
20110321,25.33,63.57,82.84,157.67999,105.19,339.29999
20110322,25.295,63.51,82.56,158,105.23,341.20001
20110323,25.54,64.27,82.6,159.53,105.48,339.19
20110324,25.81,64.69,82.73,160.03999,105.38,344.97
20110325,25.62,65.22,83.62,162.17999,106.78,351.54001
20110328,25.41,65.03,83.47,161.37,106.04,350.44
20110329,25.49,65.72,83.25,162.88,107.37,350.95999
20110330,25.61,66.04,84.49,163.60001,108.01,348.63
20110331,25.39,66.34,84.13,163.07001,107.49,348.50751
20110401,25.48,67.22,84.68,164.27,108.32,344.56
20110404,25.55,67.66,84.87,164.25,108.23,341.19
20110405,25.78,67.47,85.42,163.99001,109.33,338.89001
20110406,26.15,67.63,85.18,164.03999,108.66,338.04001
20110407,26.2,67.44,85.76,164.38,108.94,338.07999
20110408,26.07,67.27,85.95,164.05,109.66,335.06
20110411,25.98,67.4,85.16,163.95,107.78,330.79999
20110412,25.64,66.9,83.18,163.25,104.18,332.39999
20110413,25.63,67.28,83.16,163.95,103.81,336.13
20110414,25.42,68.31,83.44,164.97,104.88,332.42001
20110415,25.37,68.01,84.29,166.21001,106.24,327.45999
20110418,25.08,67.31,83.1,165.94,104.5,331.85001
20110419,25.15,67.0899,83.8,165.39999,105.4,337.85999
20110420,25.76,67.85,85.65,164.75,107.81,342.41
20110421,25.52,67.88,86.36,168.28,108.13,350.69601
20110425,25.61,67.74,86.22,167.67,107.42,353.009
20110426,26.19,66.93,87.42,168.49001,108.75,350.42001
20110427,26.38,67,87.78,170.37,108.97,350.14999
20110428,26.71,67.41,87.34,170.78,108.81,346.75
20110429,25.92,67.46,87.98,170.58,109.44,350.13
20110502,25.66,67.72,86.97,172.14999,108.18,346.28
20110503,25.81,67.88,85.62,172.87,106.17,348.20001
20110504,26.06,67.46,84.81,170.62,104.68,349.57001
20110505,25.79,66.7,82.62,168.46001,102.62,346.75
20110506,25.87,66.9,82.69,168.89,102.88,346.66
20110509,25.83,66.95,83.18,169.10001,104.09,347.60001
20110510,25.67,67.34,83.34,170.38,104.36,349.45001
20110511,25.36,67.32,81.12,169.5,102.26,347.23001
20110512,25.32,68.31,81.05,172.24001,102.76,346.57001
20110513,25.03,68.18,80.87,169.92,102.39,340.5
20110516,24.57,67.83,80.24,168.86,101.65,333.29999
20110517,24.52,67.99,80.41,170.5,100.41,336.14001
20110518,24.69,68.3,81.74,170.44,102.86,339.87
20110519,24.715,68.46,82.33,170.59,103.87,340.53
20110520,24.49,68.3,81.57,170.16,102.57,335.22
20110523,24.17,67.49,80.67,168.25999,101.37,334.39999
20110524,24.15,67.47,81.29,167.99001,102.27,332.19
20110525,24.19,66.91,81.96,167.75,103.25,336.78
20110526,24.67,66.7,82.39,167.17999,103.36,335
20110527,24.76,66.51,82.63,167.5,103.21,337.41
20110531,25.01,66.81,83.47,168.92999,104.91,347.82999
20110601,24.43,66.76,82.03,166.56,102.49,345.51001
20110602,24.22,66.04,81.33,166.09,101.12,346.10199
20110603,23.905,65.53,81.18,165.05,101,343.44
20110606,24.01,65.42,80.29,164.75,99.68,338.04001
20110607,24.06,65.2,80,163.69,99.47,332.04001
20110608,23.94,65.4,80.76,164.34,99.95,332.23999
20110609,23.96,65.89,81.18,164.84,101.23,331.48999
20110610,23.705,65.39,79.78,163.17999,99.67,325.89999
20110613,24.04,65.12,79.23,163.17,98.93,326.60001
20110614,24.22,65.61,80.38,164.12,100.6,332.44
20110615,23.74,64.97,78.66,162.33,98.41,326.75
20110616,23.995,65.49,79.22,162.67,99.43,325.16
20110617,24.26,65.62,79.02,164.44,99.17,320.26001
20110620,24.47,65.83,79.71,165.02,99.91,315.32001
20110621,24.76,66.26,80.57,166.22,101.59,325.29999
20110622,24.65,66.4,79.82,165.67999,101.07,322.60999
20110623,24.63,64.98,78.44,166.12,99.36,331.23001
20110624,24.3,64.93,76.78,165.07001,97.9,326.35001
20110627,25.2,65.21,77.92,167.62,98.9,332.04001
20110628,25.8,66.03,79.63,170.00999,100.35,335.26001
20110629,25.62,66.71,80.25,170.53999,101.28,334.04001
20110630,26,67.29,81.38,171.55,102.84,335.67001
20110701,26.02,68.09,82.01,174.53999,104.09,343.26001
20110705,26.03,68.3,81.6,175.42999,105.12,349.42999
20110706,26.33,68.53,81.57,177.71001,105.08,351.76001
20110707,26.77,68.75,82.36,176.48,106.59,357.20001
20110708,26.92,68.68,82.42,176.49001,105.89,359.70999
20110711,26.63,68.1,81.9,174.99001,104.41,354
20110712,26.54,67.85,81.89,174.05,104.39,353.75
20110713,26.63,68.06,82.48,174.32001,105.09,358.01999
20110714,26.47,67.67,82.24,174.23,104.67,357.76999
20110715,26.78,67.53,83,175.53999,106.19,364.92001
20110718,26.59,67.12,82.65,175.28,106.23,373.79999
20110719,27.54,69.32,83.63,185.21001,107.48,376.85001
20110720,27.06,68.87,83.3,183.64999,107.1,386.89999
20110721,27.095,69.34,85.02,184.89999,109.43,387.29001
20110722,27.53,69.73,85.22,185.17999,108.97,393.29999
20110725,27.91,69.26,84.57,183.7,108.1,398.5
20110726,28.08,69.19,84.37,182.92999,107.57,403.41
20110727,27.33,68.69,83.31,181.35001,105.63,392.59
20110728,27.72,68.81,81.46,181.8,105.03,391.82001
20110729,27.4,68.01,79.79,181.85001,104.02,390.48001
20110801,27.27,67.73,79.6,180.75,105.38,396.75
20110802,26.8,67.07,77.84,178.05,103.45,388.91
20110803,26.92,68.4,77.72,178.83,102.76,392.57001
20110804,25.94,65.82,73.84,171.48,96.84,377.37
20110805,25.68,66.77,74.82,172.98,97.61,373.62
20110808,24.48,65.12,70.19,166.22,90.25,353.20999
20110809,25.58,66.68,71.64,170.61,93.4,374.01001
20110810,24.2,63.96,68.03,162.53999,90.57,363.69
20110811,25.19,66.47,71.58,166.73,94.07,373.70001
20110812,25.1,67.14,72,168.2,95.86,376.98999
20110815,25.51,68.2,74.29,172.99001,99.1,383.41
20110816,25.35,68.17,73.5,171.24001,98.14,380.48001
20110817,25.245,69.28,74.16,171.48,97.68,380.44
20110818,24.67,67.76,70.94,163.83,93.24,366.04999
20110819,24.05,67.1,69.8,157.53999,93.29,356.03
20110822,23.98,67.27,70.18,158.98,93.3,356.44
20110823,24.72,69.06,73.66,164.32001,97.33,373.60001
20110824,24.9,69.68,73.54,166.75999,97.59,376.17999
20110825,24.57,67.97,71.77,165.58,95.96,373.72
20110826,25.25,68.5,72.64,169.14,96.85,383.57999
20110829,25.84,69.73,74.12,172.62,98.74,389.97
20110830,26.23,69.86,73.91,172.50999,98.4,389.98999
20110831,26.6,70.45,74.02,171.91,98.84,384.82999
20110901,26.21,70.45,73.49,170.33,98.52,381.03
20110902,25.8,69.74,72.14,166.98,96.41,374.04999
20110906,25.51,69.43,71.15,165.11,95.61,379.73999
20110907,26,70.8,73.65,167.31,99.29,383.92999
20110908,26.22,71.17,72.82,165.25,98.41,384.14001
20110909,25.74,69.37,71.01,161.37,95.19,377.48001
20110912,25.89,69.38,71.84,162.42,95.91,379.94
20110913,26.04,69.1,71.65,163.42999,95.93,384.62
20110914,26.5,69.77,72.64,167.24001,97.31,389.29999
20110915,26.99,71.02,74.01,170.09,99.26,392.95999
20110916,27.12,71.23,74.55,172.99001,99.63,400.5
20110919,27.21,70.49,73.7,173.13,98.71,411.63
20110920,26.98,70.65,74.01,174.72,97.79,413.45001
20110921,25.99,69.28,71.97,173.02,94.27,412.14001
20110922,25.06,67.82,69.24,168.62,90.17,401.82001
20110923,25.06,67.42,69.31,169.34,90.01,404.29999
20110926,25.44,68.76,71.72,174.50999,91.49,403.17001
20110927,25.67,69.57,72.91,177.71001,93.54,399.26001
20110928,25.575,68.06,72.07,177.55,91.74,397.01001
20110929,25.45,69.05,73.88,179.17,94.39,390.57001
20110930,24.89,67.56,72.63,174.87,92.59,381.32001
20111003,24.53,65.42,71.15,173.28999,89.88,374.60001
20111004,25.34,65.23,72.83,174.74001,91.48,372.5
20111005,25.89,65.53,73.95,176.85001,94.66,378.25
20111006,26.34,65.39,73.89,181.69,94.61,377.37
20111007,26.25,65.9,73.56,182.39,94.4,369.79999
20111010,26.94,66.9,76.28,186.62,98.2,388.81
20111011,27,66.8,76.27,185,97.6,400.29001
20111012,26.96,67.48,77.16,186.12,97.78,402.19
20111013,27.18,67.4,76.37,186.82001,97.79,408.42999
20111014,27.27,67.85,78.11,190.53,100.47,422
20111017,26.98,67,77.47,186.59,98.61,419.98999
20111018,27.31,66.74,78.89,178.89999,102.95,422.23999
20111019,27.13,67.03,78.43,177.39,102.24,398.62
20111020,27.04,67.12,78.71,177.25,103.39,395.31
20111021,27.16,68.19,80.13,181.63,105.53,392.87
20111024,27.19,67.87,80.17,182.25,106.27,405.76999
20111025,26.81,66.95,79.44,180.36,104.5,397.76999
20111026,26.59,67.47,81.07,181.97,106.77,400.60001
20111027,27.25,68.57,81.88,185.88,108.97,404.69
20111028,26.98,68.93,81.48,187.45,109.64,404.95001
20111031,26.63,68.32,78.09,184.63,105.05,404.78
20111101,25.99,67.04,75.94,181.35001,102.08,396.51001
20111102,26.01,67.77,77.37,183.92,104.54,397.41
20111103,26.53,68.65,78.86,187.3,106.13,403.07001
20111104,26.25,67.78,78.52,186.38,106.43,400.23999
20111107,26.8,68.21,79.35,187.32001,107.72,399.73001
20111108,27.16,68.65,79.76,187.25,108.86,406.23001
20111109,26.2,67.03,77.39,182.24001,104.28,395.28
20111110,26.28,67.39,78.7,183.35001,105.5,385.22
20111111,26.91,68.12,79.72,187.38,107.05,384.62
20111114,26.76,67.79,78.96,187.35001,106.17,379.26001
20111115,26.74,68,79.09,188.75,103.27,388.82999
20111116,26.07,67.01,78.25,186.62,101.05,384.76999
20111117,25.54,66.62,77.86,185.73,100.08,377.41
20111118,25.3,67.39,77.9,185.24001,97.88,374.94
20111121,25,65.95,76.91,181.48,95.66,369.01001
20111122,24.79,65.97,76.03,181.31,96.42,376.51001
20111123,24.47,64.87,74.58,177.95,93.75,366.98999
20111125,24.3,64.74,73.9,177.06,92.29,363.57001
20111128,24.87,65.17,75.84,182.21001,95.77,376.12
20111129,24.84,66.19,76.93,180.94,97.39,373.20001
20111130,25.58,67.23,80.44,188,102.82,382.20001
20111201,25.28,66.83,79.79,189.45,101.83,387.92999
20111202,25.22,66.38,79.79,189.66,101.69,389.70001
20111205,25.7,66.31,80.45,190.84,102.82,393.01001
20111206,25.66,66.68,80.82,192.94,104.36,390.95001
20111207,25.6,66.78,81.08,194.05,104.52,389.09
20111208,25.4,66.73,79.87,191.58,102.25,390.66
20111209,25.7,67.57,81.34,194.56,104.25,393.62
20111212,25.51,66.89,80.05,192.17999,103.07,391.84
20111213,25.76,66.48,80.53,191.14999,103.62,388.81
20111214,25.59,66.26,79.44,188.72,100.53,380.19
20111215,25.56,66.89,80.03,187.48,99.67,378.94
20111216,26,67.44,80.16,183.57001,100.86,381.01999
20111219,25.53,67.37,79.53,182.89,99.72,382.20999
20111220,26.025,68.4,82,187.24001,103.67,395.95001
20111221,25.76,69.57,83.12,181.47,105.43,396.44501
20111222,25.81,69.19,84.29,182.03999,106.31,398.54999
20111223,26.03,69.94,85.22,184.75,107.5,403.32999
20111227,26.04,69.88,85.28,184.95,107.98,406.53
20111228,25.82,69.51,84.18,183.99001,105.96,402.64001
20111229,26.02,70.16,85.27,186.17999,107.47,405.12
20111230,25.96,69.97,84.76,183.88,106.4,405
20120103,26.765,70.14,86,186.3,110.37,411.23001
20120104,27.4,69.7,86.02,185.53999,110.18,413.44
20120105,27.68,69.37,85.76,184.66,109.1,418.03
20120106,28.105,68.93,85.12,182.53999,108.31,422.39999
20120109,27.74,68.93,85.5,181.59,109.49,421.73001
20120110,27.84,69.34,85.72,181.31,109.06,423.23999
20120111,27.72,68.06,85.08,182.32001,107.77,422.54999
20120112,28,67.57,84.74,180.55,104.97,421.39001
20120113,28.25,66.99,84.88,179.16,106.09,419.81
20120117,28.255,67.35,85.69,180,106.72,424.70001
20120118,28.23,67.59,86.45,181.07001,106.83,429.10999
20120119,28.12,67.45,87.03,180.52,106.93,427.75
20120120,29.71,68.09,87.49,188.52,106.89,420.29999
20120123,29.73,68.53,87.47,189.98,107.01,427.409
20120124,29.34,67.9,87.18,191.92999,106.72,420.41
20120125,29.56,68.43,87.22,191.73,107.73,446.66
20120126,29.5,68.01,86.77,190.98,106.59,444.63
20120127,29.23,67.44,85.83,190.46001,103.96,447.28
20120130,29.61,67.46,85.49,192.5,103.41,453.01001
20120131,29.53,67.53,83.74,192.60001,103.12,456.48001
20120201,29.89,67.85,83.97,192.62,102.79,456.19
20120202,29.95,67.83,83.53,191.53,103.69,455.12
20120203,30.24,68.08,84.92,193.64,105.5,459.67999
20120206,30.2,68.03,85.75,192.82001,106.67,463.97
20120207,30.35,68.55,86.34,193.35001,106.83,468.82999
20120208,30.66,68.33,85.32,192.95,106.76,476.67999
20120209,30.77,67.97,84.88,193.13,106.37,493.17001
20120210,30.495,67.94,83.8,192.42,105.28,493.42001
20120213,30.58,68.44,84.42,192.62,106.38,502.60001
20120214,30.25,68.9,84.67,192.22,106.49,509.45999
20120215,30.05,68.4,84.12,192.25,105,497.67001
20120216,31.285,68.86,85.41,193.02,106.52,502.20999
20120217,31.25,69.05,85.62,193.42,106.66,502.12
20120221,31.44,68.82,86.57,193.39,108.41,514.84998
20120222,31.27,69.25,86.92,193.87,107.5,513.03998
20120223,31.37,69.18,87.02,197.61,108.35,516.39001
20120224,31.48,69,87.34,197.75999,109.08,522.40997
20120227,31.35,68.83,87.23,197.53,109.63,525.76001
20120228,31.87,68.85,87.14,197.98,109.61,535.40997
20120229,31.74,69.86,86.5,196.73,109.12,542.44
20120301,32.29,69.6,86.83,197.53,109.76,544.46997
20120302,32.075,69.18,86.33,198.81,109.61,545.17999
20120305,31.8,69.23,87.01,200.66,109.32,533.15997
20120306,31.555,68.76,85.86,197.25999,108.85,530.26001
20120307,31.84,68.79,85.83,197.77,109.46,530.69
20120308,32.01,69.27,84.83,199.81,110.03,541.98999
20120309,31.99,69.51,84.3,200.62,109.57,545.16998
20120312,32.04,70.15,85.55,201,110,552
20120313,32.67,70.25,86.86,203.78,111.19,568.09998
20120314,32.77,70.22,86.02,204.72,110.69,589.58002
20120315,32.85,70.33,86.09,206,110.03,585.56
20120316,32.6,70.16,86.44,206.00999,110.28,585.57001
20120319,32.2,70.4,86.99,205.72,110.7,601.09998
20120320,31.99,70.59,86.6,204.25,109.08,605.96002
20120321,31.91,71.12,86.01,204.69,107.91,602.5
20120322,31.995,71.42,85.33,205.49001,105.35,599.34003
20120323,32.01,71.49,85.55,205.48,106.36,596.04999
20120326,32.59,71.9,87.03,207.77,107.84,606.97998
20120327,32.52,71.87,86.62,207.17999,107.04,614.47998
20120328,32.19,72.66,85.86,207.28999,105.89,617.62
20120329,32.12,73.81,86.08,208.27,106.85,609.85999
20120330,32.255,74.01,86.73,208.64999,107.21,599.54999
20120402,32.29,74.14,87.07,209.47,108.3,618.63
20120403,31.94,73.76,85.83,209.5,107.14,629.32001
20120404,31.21,73.46,84.98,206.05,105.6,624.31
20120405,31.52,73.47,84.82,205.47,104.75,633.67999
20120409,31.1,72.87,83.88,204.94,103.49,636.22998
20120410,30.47,72.02,82.17,202.33,101.45,628.44
20120411,30.345,72.12,82.7,202.58,100.95,626.20001
20120412,30.975,72.22,83.6,205.32001,102.59,622.77002
20120413,30.81,71.94,82.95,202.8,100.78,605.22998
20120416,31.075,72.44,84.01,202.72,101.51,580.13
20120417,31.44,73.95,85.45,207.45,103.62,609.70001
20120418,31.14,74.17,85.75,200.13,103.39,608.34003
20120419,31.01,73.82,85.28,199.50999,102.51,587.44
20120420,32.42,74.13,85.3,199.60001,102.52,572.97998
20120423,32.12,73.69,85.69,198.62,102.44,571.70001
20120424,31.92,74.12,86.31,200,103.03,560.28003
20120425,32.2,74.93,86.85,203.57001,103.85,610
20120426,32.11,75.71,86.07,205.58,106.22,607.70001
20120427,31.98,76.63,86.08,206.81,106.2,603
20120430,32.015,76.32,86.34,207.08,106.56,583.97998
20120501,32.01,76.93,87.04,208,108.27,582.13
20120502,31.8,77.16,86.2,208.06,107.03,585.97998
20120503,31.76,77.44,85.65,207.24001,105.99,581.82001
20120504,30.98,77,84.57,204.99001,103.72,565.25
20120507,30.65,77.28,84.48,203.75,103.31,569.47998
20120508,30.5,77.14,84.02,201.48,102.84,568.17999
20120509,30.76,76.78,83.31,201.23,101.78,569.17999
